Source	First English Translation	Final Refined Translation
Entscheidet sich der Schler dafr, mitzuarbeiten, bt er seine Entscheidungsfreiheit aus, und zwar so, dass der Heilige Geist ihm eine Botschaft bermitteln kann, die auf seine individuellen Bedrfnisse zugeschnitten ist. Wenn die Schler zur Mitarbeit angeregt werden, ist es sehr viel wahrscheinlicher, dass der Heilige Geist noch etwas sehr viel Wichtigeres lehrt als das, was Sie vermitteln knnen.	If the student decides to cooperate, he exercises his freedom of choice in such a way that the Holy Spirit can convey a message to him that is tailored to his individual needs. If the students are encouraged to cooperate, it is much more likely that the Holy Spirit will teach something much more important than what you can convey.	When a student decides to participate, he is exercising his freedom of choice in such a way that the Holy Spirit can convey a message tailored to his individual needs. When students are encouraged to engage, it becomes much more likely that the Holy Spirit will teach something far more significant than what you may be able to impart.
Glaube als Strkung der Ehe	Faith as a strengthening of marriage	Faith as a strengthening force for marriage
Man kann kommerziell abgeflltes Wasser in PET-Behltern kaufen. Nehmen Sie das Mindesthaltbarkeitsdatum der Behlter als Richtwert fr den Verbrauch. Verwenden Sie keine Kunststoffbehlter, die nicht aus PET hergestellt wurden.	One can buy commercially bottled water in PET containers. Use the expiration date on the containers as a guideline for consumption. Do not use plastic containers that are not made from PET.	You can buy commercially bottled water in PET containers. Use the expiration date on the bottles as a guideline for consumption. Avoid using plastic containers that are not made from PET.
Angaben zu Einzelpersonen und Familien, die bereits im System sind, lschen oder anzweifeln	Delete or challenge information about individuals and families that are already in the system	Remove or contest information regarding individuals and families that are already in the system
Denken Sie daran, dass die Namen, die so schwer zu finden sind, wirkliche Menschen sind, denen Sie Ihr Dasein in dieser Welt verdanken und denen Sie in der Geisterwelt wieder begegnen werden.	Remember that the names that are so hard to find are real people to whom you owe your existence in this world and whom you will encounter again in the spirit world.	Remember that the names which are so difficult to find belong to real people to whom you owe your existence in this world, and whom you will encounter again in the spirit world.
Wahrscheinlich kennen die Schler bereits den Bericht, wie Enos den ganzen Tag und die ganze Nacht lang betet. Sie knnen ihnen helfen, diese Begebenheit noch besser zu verstehen. Wenn die Schler den Bericht lesen und darber sprechen, knnen sie erkennen, auf welche Weise und mit welcher Einstellung sie ihren Gebeten noch mehr Bedeutung geben knnen. Sie verstehen auch besser, wie sich die Segnungen des Shnopfers auf ihr Leben auswirken.	Probably the students are already familiar with the account of how Enos prays all day and night long. They can help them understand this event even better. When the students read the account and talk about it, they can recognize the ways and attitudes that can give their prayers even more significance. They also better understand how the blessings of the Creator affect their lives.	The students are probably already familiar with the account of Enos praying tirelessly both day and night. They can help them to deepen their understanding of this event. As the students read and discuss the account, they can identify the ways and attitudes that can give their prayers even greater significance. They will also gain a better understanding of how the Creator's blessings affect their lives.
Bei einer Podiumsdiskussion, die er leitete, wies Elder M. Russell Ballard vom Kollegium der Zwlf Apostel darauf hin, dass es sinnvoll sei und man viel lernen knne, wenn man die Anweisungen in den Gemeinderatssitzungen Kapitel fr Kapitel liest und die Grundstze bespricht.	During a panel discussion that he led, Elder M. Russell Ballard of the Quorum of the Twelve Apostles pointed out that it is beneficial and one can learn a lot by reading the instructions in the council meetings chapter by chapter and discussing the principles.	In a panel discussion he led, Elder M. Russell Ballard of the Quorum of the Twelve Apostles pointed out that it is both sensible and educational to read the instructions for the council meetings chapter by chapter and to discuss the underlying principles.
Elder Oaks zitiert Gordon B. Hinckley 1910-2008, den 15. Prsidenten der Kirche: Wir knnen hflich anderer Meinung sein, ohne unangenehm zu werden.	Elder Oaks quotes Gordon B. Hinckley 1910-2008, the 15th President of the Church: We can politely disagree without being disagreeable.	Elder Oaks quotes Gordon B. Hinckley (1910-2008), the 15th President of the Church, saying: We can respectfully hold differing opinions without becoming disagreeable.
Die erwachsenen Jugendfhrer im Pfahl Hongkong forderten das Jugendkomitee auf, selbst ein Dienstprojekt auszusuchen. Nachdem sich die Jugendlichen erkundigt hatten, was vor Ort dringend gebraucht wurde, beschlossen sie, an einer Schule Kurse fr Kinder aus einkommensschwachen Familien durchzufhren. Etwa 125 Jugendliche erklrten mehr als 80 Schulkindern, wie man seine Talente entwickelt, gesundes Essen kocht, in der Familie Zeit freinander findet und gute Freundschaften aufbaut.	The adult youth leaders in the Hong Kong post urged the youth committee to choose a community service project on their own. After the young people inquired about what was urgently needed on site, they decided to conduct courses at a school for children from low-income families. About 125 youths taught more than 80 schoolchildren how to develop their talents, cook healthy food, find time for each other in the family, and build good friendships.	The adult youth leaders in Hong Kong encouraged the youth committee to independently choose a community service project. After the youths inquired about urgent local needs, they decided to conduct courses at a school for children from low-income families. About 125 young people taught over 80 schoolchildren how to develop their talents, cook healthy meals, make time for family, and build strong friendships.
Eineinhalb Jahrhunderte lang hat das Massaker von Mountain Meadows diejenigen schockiert und bedrckt, die davon erfahren haben. Die Tragdie hat den Angehrigen der Opfer tiefes Leid zugefgt und den Nachkommen der Tter sowie Mitgliedern der Kirche generell das schmerzhafte Gefhl kollektiver Schuld aufgebrdet. Sie hat Kritik an der Kirche ausgelst und schmerzliche und schwierige Fragen aufgeworfen. Wie konnte das geschehen? Wie konnten Mitglieder der Kirche sich an einem solchen Verbrechen beteiligen?	For one and a half centuries, the Mountain Meadows massacre has shocked and disturbed those who learned of it. The tragedy has caused deep grief to the relatives of the victims and imposed the painful feeling of collective guilt on the descendants of the perpetrators as well as on church members in general. It has triggered criticism of the church and raised painful and difficult questions. How could this happen? How could members of the church participate in such a crime?	For one and a half centuries, the Mountain Meadows massacre has shocked and distressed anyone who has learned about it. The tragedy has caused deep sorrow for the victims' families and has imposed a painful feeling of collective guilt on the descendants of the perpetrators as well as on church members in general. It has provoked criticism of the church and raised difficult and painful questions: How could this happen? How could church members participate in such a crime?
Wir beauftragen Sie, in der Korea-Mission Seoul zu arbeiten.	We appoint you to work in the Korea mission in Seoul.	We are assigning you to work in the Korea mission located in Seoul.
Helfen Sie den Schlern mit der folgenden bersicht, die Grundstze in den Schriftstellen, die sie gelesen haben, zu besprechen und sich zu eigen zu machen:	Help the students with the following overview to discuss and appropriate the principles in the scriptures they have read:	Help the students with the following overview to discuss and internalize the principles found in the scriptures they have read:
Kurs zum Buch Lehre und Bndnisse Seminar	Course on the Book Teachings and Alliances Seminar	Course on the Book of Doctrine and Covenants Seminar
Ein Mann, der schon ber 80 war ein Mitglied der Kirche, das sein Geld mit Fahrradreparaturen verdiente und die Fahrrder der Missionare immer kostenlos reparierte , fuhr eines Abends bei strmendem Regen zur Wohnung der Missionare, um zu fragen, ob die Missionare mitkommen und seiner Frau einen Krankensegen geben wrden.	A man who was already over 80 years old, a member of the church, earned his living repairing bicycles and always repaired the missionaries' bikes for free, drove one evening in pouring rain to the missionaries' residence to ask if the missionaries would come and give his wife a blessing for the sick.	An elderly man, who was over 80 years old and a member of the church, earned his living by repairing bicycles, always providing free repairs for the bicycles of the missionaries. One evening, during a heavy rainstorm, he traveled to the missionaries' apartment to inquire whether they could join him to give a blessing to his sick wife.
Die Internetseite teilt Ihnen mit, dass Ihr Passwort gendert worden ist.	The website informs you that your password has been changed.	The website notifies you that your password has been changed.
Meine Augen haben den Erlser gesehen,	My eyes have seen the Savior	My eyes have seen the Savior
Wir sollen den Menschen vergeben, die uns verletzen oder beleidigen. Wenn wir ihnen vergeben, wird der himmlische Vater uns vergeben.	We should forgive the people who hurt or insult us. If we forgive them, the heavenly Father will forgive us.	We should forgive those who hurt or insult us. When we forgive them, our heavenly Father will also forgive us.
Alles Weitere, was Sie uns schreiben mchten	Everything else you would like to write to us	Any further information you wish to provide us
Memo of Suggestions, Seite 1ff., Church Union Board Executive Committee Minutes, Historisches Archiv der Kirche	Memo of Suggestions, Page 1ff., Church Union Board Executive Committee Minutes, Historical Archive of the Church	Memo of Suggestions, Pages 1 and onwards, Minutes of the Church Union Board Executive Committee, Historical Archive of the Church
So fgen Sie Notizen hinzu:	This is how you add notes:	This is how to add notes:
Klicken Sie ausgehend von einem Textfenster auf das Men Buch und anschlieend auf WortWrter suchen.	Click on the menu Book from a text window, and then on Search Words.	Click on the Book menu in a text window, and then select Search Words.
Weitere Einzelheiten geben Sie bitte auf Seite 2 dieses Formulars an.	Please provide further details on page 2 of this form.	Please provide further details on page 2 of this form.
Das Lied darf fr den gelegentlichen, nichtkommerziellen Gebrauch in Familie und Kirche vervielfltigt werden.	The song may be reproduced for occasional, non-commercial use in family and church.	The song may be reproduced for occasional, non-commercial use in family and church contexts.
Auf dieser Welt ist nichts so persnlich, so frdernd oder so lebensverndernd wie der Einfluss einer rechtschaffenen Frau.	In this world, there is nothing so personal, so nurturing, or so life-changing as the influence of a righteous woman.	In this world, nothing is as personal, nurturing, or life-changing as the influence of a righteous woman.
Die Startseite des FamilySearch-Indexierungsprogramms	The homepage of the FamilySearch indexing program	The homepage of the FamilySearch indexing program
Die Liebe zu Gott und der aufrichtige Wunsch, seine Gebote zu halten, bewegen uns zur Umkehr.	The love for God and the sincere desire to keep His commandments move us to repentance.	The love of God and the sincere desire to follow His commandments inspire us to repent.
Das Programm wurde seit Minuten nicht genutzt. Mchten Sie angemeldet bleiben?	The program has not been used for minutes. Would you like to remain logged in?	The program has not been used for several minutes. Would you like to stay logged in?
Wenn man sich bekehrt hat, freut man sich auf den Sonntag, weil es der Sabbat ist. Am Sonntag denkt man nicht: O nein, heute kann ich nicht mit meinen Freunden abhngen oder ins Kino gehen, sondern man denkt: Ich freue mich, dass ich in die Kirche gehen und mich mit Geistigem befassen kann und dass ich Zeit mit meiner Familie verbringen kann.	When one has repented, one looks forward to Sunday because it is the Sabbath. On Sunday, one does not think: Oh no, today I can't hang out with my friends or go to the movies, but one thinks: I am happy that I can go to church and engage with spiritual matters and that I can spend time with my family.	When a person has repented, they eagerly anticipate Sunday, as it is the Sabbath. On Sundays, they do not think, 'Oh no, today I can't hang out with my friends or go to the movies,' but instead, they think, 'I am delighted that I can attend church, engage in spiritual matters, and spend quality time with my family.'
Junge Erwachsene auf der ganzen Welt gehorchen diesem Aufruf zum Dienen, aber es erfordert Glauben und Mut, dem Propheten zu folgen.	Young adults around the world heed this call to serve, but it requires faith and courage to follow the prophet.	Young adults around the world heed this call to serve, but following the prophet requires both faith and courage.
Es kam oft vor, dass ich zu ein, zwei Anzgen, die ein Kunde ausgesucht hatte, eine Auswahl von Hemden und Krawatten zusammenstellte, die ich fr passend hielt. Doch nachdem ich die Hemden und Krawatten vom einen in den anderen Bereich gebracht und neben die Anzge gelegt hatte, war das Ergebnis berraschend: Die Farben nderten sich in dem neuen Licht und passten nun gar nicht zusammen.	It often happened that I assembled a selection of shirts and ties that I considered suitable for one or two suits that a customer had chosen. But after I moved the shirts and ties from one area to another and placed them next to the suits, the result was surprising: The colors changed in the new light and no longer matched at all.	It frequently happened that I would assemble a selection of shirts and ties that I considered suitable for one or two suits chosen by a customer. However, after moving the shirts and ties from one area to another and placing them alongside the suits, the result was surprisingly different: The colors changed under the new lighting and no longer matched at all.
Besondere Einladung zur bertragung der CES-Fireside fr Junge Erwachsene im Mai 2009	Special invitation to the broadcast of the CES Fireside for Young Adults in May 2009	Special invitation to the CES Fireside broadcast for Young Adults in May 2009
Betont, wie wichtig wohlwollendes Verhalten ist.	Emphasizes how important benevolent behavior is.	Emphasizes the significance of kind and considerate behavior.
Prsident Joseph Fielding Smith hat gesagt: Man kann zwar behaupten, dass wir nur eine Handvoll sind im Vergleich zur Weltbevlkerung, man kann uns aber auch mit dem Sauerteig vergleichen, der letztlich die ganze Welt durchdringen sollte und von dem der Heiland gesprochen hatte. Wir knnen und werden zu gegebener Zeit gewiss Einfluss auf die ganze Menschheit nehmen. Man wird wissen, wer wir sind und warum es uns gibt. Es mag hoffnungslos erscheinen, es ist eine monumentale Aufgabe, aber es ist nicht nur mglich, sondern auch gewiss, dass wir den Kampf gegen den Satan gewinnen werden.	President Joseph Fielding Smith said: One can certainly claim that we are just a handful compared to the world population, but one can also compare us to the leaven that is ultimately meant to pervade the whole world, of which the Savior spoke. We can and will certainly have an influence on all humanity in due time. People will know who we are and why we exist. It may seem hopeless, it is a monumental task, but it is not only possible, but also certain that we will win the fight against Satan.	President Joseph Fielding Smith stated: Although one might claim that we are just a small number compared to the world population, we can also be compared to leaven that is meant to ultimately permeate the entire world, as the Savior spoke of. We can and will certainly have an influence on all of humanity in due time. People will come to know who we are and why we exist. It may seem hopeless and is indeed a monumental task, but it is not only possible; it is also certain that we will win the battle against Satan.
Vom 11. bis 26. November 2011 finden die Tage der offenen Tr statt auer sonntags.	From November 11 to 26, 2011, the open days will take place, except on Sundays.	The open days will take place from November 11 to 26, 2011, excluding Sundays.
Auch Alessia war berzeugt, dass ihre Beziehung zu einem jungen Mann genau das war, was sie sein sollte. Unsere Geschichte war so wunderschn, dass wir meinten, unsere Beziehung wrde nie enden, auch wenn wir die blichen Schwierigkeiten hatten, die jedes Paar erlebt, erzhlt sie.	Alessia was also convinced that her relationship with a young man was exactly what it should be. Our story was so wonderful that we thought our relationship would never end, even though we had the usual difficulties that every couple experiences, she recounts.	Alessia was equally convinced that her relationship with a young man was exactly what it was meant to be. Our story was so wonderful that we thought our relationship would never end, even though we faced the usual difficulties that every couple experiences, she recounts.
Brder und Schwestern, ist Ihnen klar, was wir haben? Erkennen Sie, welche Stelle wir in diesem groen Drama der Menschheitsgeschichte einnehmen?	Brothers and sisters, do you realize what we have? Do you recognize what position we hold in this great drama of human history?	Brothers and sisters, do you understand what we hold? Are you aware of the part we occupy in this great drama of human history?
Was haben die Propheten und Apostel darber gesagt?	What have the prophets and apostles said about this?	What have the prophets and apostles said about this?
Sie knnen die heiligen Handlungen des Tempels vollziehen lassen, wenn jemand seit zehn Jahren als tot gilt. Diese Regel gilt zum einen fr im Krieg vermisste, auf See verschollene oder fr tot erklrte Personen sowie zum anderen fr Personen, die unter Umstnden verschwunden sind, bei denen der Tod offensichtlich ist, jedoch keine Leiche gefunden wurde.	They can perform the sacred rites of the temple if someone has been considered dead for ten years. This rule applies to those missing in war, those lost at sea, or those declared dead, as well as to individuals who have vanished under circumstances where death is obvious, but no body has been found.	The sacred rites of the temple may be performed if an individual has been deemed dead for a period of ten years. This regulation applies not only to those missing in action during wartime, those lost at sea, or people declared legally dead, but also to those who have gone missing under circumstances that suggest death is evident, yet no remains have been found.
Wenn ein Einreicher Kontaktinformationen hinterlegt hat, knnen Sie diese nutzen, um mit ihm Kontakt aufzunehmen.	If a submitter has provided contact information, you can use it to get in touch with them.	If a submitter has provided their contact information, you can use it to contact them.
Achten Sie darauf, dass eine entspannte Atmosphre herrscht und die Jugendlichen sich miteinander wohl fhlen.	Make sure that a relaxed atmosphere prevails and that the young people feel comfortable with each other.	Make sure that a relaxed atmosphere is present and that the young people feel comfortable and at ease with each other.
Dallin H. Oaks bert sich mit Barbara W. Winder zu Themen, die die Frauen in der Kirche betreffen	Dallin H. Oaks engages with Barbara W. Winder on topics that concern women in the church.	Dallin H. Oaks engages in discussion with Barbara W. Winder on topics concerning women in the church.
Bitten Sie die Schler, in diesen Versen Wrter oder Ausdrcke zu finden, die aussagen, was das geistige Fortkommen der Menschen behindert hat. Schreiben Sie die Antworten an die Tafel. Veranschaulichen Sie ihnen, dass diese Menschen zwar einmal geglaubt hatten, dass ihre schlechten Handlungen aber dazu fhrten, dass sie ihr Zeugnis vergaen und zur Schlechtigkeit zurckkehrten.	Ask the students to find words or expressions in these verses that state what has hindered the spiritual progress of people. Write the answers on the board. Illustrate to them that these people had once believed, but their bad actions led them to forget their testimony and return to wickedness.	Please ask the students to find words or expressions in these verses that convey what has hindered the spiritual progress of people. Write their responses on the board. Illustrate to them that while these individuals once had faith, their wrongful actions led them to forget their testimony and return to their wicked ways.
Folglich hilft uns der im Shnopfer enthaltene Aspekt, dass wir befhigt werden und Kraft bekommen, auf eine Weise zu sehen, zu handeln und gut zu werden, die wir mit unseren begrenzten irdischen Fhigkeiten nie erfassen oder erreichen knnten. Ich bezeuge, dass im Shnopfer des Erlsers wirklich eine Macht steckt, die uns Fhigkeiten verleiht. Ohne diese Macht aus dem Shnopfer, die mir Kraft gibt, knnte ich heute Morgen nicht vor Ihnen stehen.	Consequently, the aspect contained in the Atonement helps us to be empowered and to gain strength to see, act, and become good in a way that we could never comprehend or achieve with our limited earthly abilities. I bear witness that there is indeed a power in the Atonement of the Savior that grants us abilities. Without this power from the Atonement, which gives me strength, I could not stand before you this morning.	Consequently, the aspect contained within the Atonement allows us to be empowered and to gain strength to see, act, and improve in ways that we could never fully comprehend or achieve with our limited earthly abilities. I bear witness that there is indeed a power in the Savior's Atonement that grants us capabilities. Without this power from the Atonement, which gives me strength, I would not be able to stand before you this morning.
Geben Sie bitte eine gltige E-Mail-Adresse ein.	Please enter a valid email address.	Please enter a valid email address.
Die Koordinatoren und leitenden Betreuer treffen sich, um die Versammlung fr Organisatorisches zu besprechen.	The coordinators and lead supervisors meet to discuss the meeting for organizational matters.	The coordinators and lead supervisors convene to discuss the organizational matters related to the meeting.
Whrend meiner Kindheit und frhen Jugend wurde ich hin- und hergereicht. Ich erlebte nie, wie es war, eine Familie zu haben, und bekam auch niemals ein Geschenk, nicht einmal zum Geburtstag oder zu Weihnachten.	During my childhood and early youth, I was shuffled back and forth. I never experienced what it was like to have a family, and I never received a gift, not even for my birthday or Christmas.	During my childhood and early adolescence, I was shuffled between different homes. I never experienced what it was like to have a family, and I never received a gift—not even for my birthday or Christmas.
Asenaca hat, obwohl sie erst 19 ist, in ihrem Leben schon viel Kummer erlebt. Dennoch strahlt sie Freude aus. Sie freut sich an der Gewissheit, dass sie zu einer ewigen Familie gehrt, denn ihre Familie wurde 2001 im Suva-Tempel gesiegelt, und sie freut sich an der Gewissheit, dass der himmlische Vater sie kennt und liebt.	Asenaca has already experienced a lot of sorrow in her life, even though she is only 19. Nevertheless, she radiates joy. She rejoices in the certainty that she belongs to an eternal family, as her family was sealed in the Suva Temple in 2001, and she finds joy in the assurance that Heavenly Father knows and loves her.	Although Asenaca is only 19 years old, she has already faced much sorrow in her life. Yet, she radiates joy. She delights in the assurance that she belongs to an eternal family, as her family was sealed in the Suva Temple in 2001, and she finds comfort in knowing that Heavenly Father knows and loves her.
Bei dem Tafelbild, was wir tun mssen, um ewiges Leben zu erlangen, sind unter anderem diese Antworten mglich:	In the chart depicting what we must do to attain eternal life, the following answers are possible, among others:	In the chart that outlines what we must do to attain eternal life, the following answers are among those that are possible:
Wir weisen warnend darauf hin, dass jemand, der die Bndnisse der Keuschheit verletzt, der seinen Ehepartner oder seine Nachkommen misshandelt oder missbraucht oder seinen familiren Verpflichtungen nicht nachkommt, eines Tages vor Gott Rechenschaft ablegen muss. Weiter warnen wir davor, dass der Zerfall der Familie ber die Menschen, Lnder und Vlker das Unheil bringen wird, das in alter und neuer Zeit von den Propheten vorhergesagt worden ist.	We warn that anyone who violates the bonds of chastity, who mistreats or abuses their spouse or offspring, or who fails to fulfill their family obligations, will one day have to account before God. Furthermore, we warn that the disintegration of the family will bring calamity upon people, countries, and nations, as has been foretold by the prophets in ancient and modern times.	We hereby issue a solemn warning that those who violate the bonds of chastity, mistreat or abuse their spouses or descendants, or fail to fulfill their family responsibilities, will one day have to account for their actions before God. Furthermore, we caution that the disintegration of the family will bring calamity upon individuals, nations, and peoples, as has been foretold by both ancient and contemporary prophets.
Wir wollen zumindest einen freundlichen, von christlicher Nchstenliebe geprgten Eindruck hinterlassen.	We want to leave at least a friendly impression shaped by Christian charity.	We wish to leave at least a friendly impression characterized by Christian charity.
Das System bertrgt die Angaben nun in das Feld Speicherort und Dateiname.	The system now transfers the information to the field Location and Filename.	The system now transfers the information to the Storage Location and File Name fields.
Teil eines Lehrpaares kann nicht zur gleichen Zeit einen anderen Kurs unterrichten!	Part of a teaching pair cannot teach another course at the same time!	A member of a teaching team cannot teach a different course at the same time!
Aktualisierung des Archivs Kirchenliteratur erschienen	Update of the archive of church literature published	Update of the archive of church literature that has been published
Das knnte wirklich Spa machen, dachte ich.	That could really be fun, I thought.	I thought that it could really be fun.
wie historische Dokumente gelesen und indexiert werden.	how historical documents are read and indexed.	how historical documents are read and indexed.
Wer bin ich, und wer kann ich einmal sein?	Who am I, and who can I become someday?	Who am I, and who could I one day be?
