Source	First English Translation	Final Refined Translation
"Wenn man mit der Lge lebt, kann man nie vllig frei sein. Nur jemand, der stndig eine solche Last mit sich herumtrgt oder -getragen hat, kann das nachempfinden. Wir drfen nie vergessen: Etwas Falsches wird nicht dadurch richtig, dass viele es tun. Eine falsche Tat wird auch dadurch nicht richtig, weil sie fr niemanden sichtbar wird.
"	If one lives with a lie, one can never be completely free. Only someone who constantly carries such a burden or has carried it can empathize with that. We must never forget: Something wrong does not become right just because many people do it. A wrong act does not become right simply because it is not visible to anyone.	Living with a lie means that one can never be entirely free. Only those who have continuously borne such a burden, or who have done so in the past, can truly empathize. We must always remember: Something that is wrong does not become right simply because many people engage in it. A wrongful act does not become justified merely because it remains unseen by others.
"Im Mrz 1944, der Krieg war inzwischen auf seinem Hhepunkt, wurde das Schiff vor Saipan im Sdpazifik angegriffen. Arthur war einer derjenigen an Bord, die auf See verschollen blieben. Der blaue Stern wurde von seinem Ehrenplatz am vorderen Fenster des Hauses der Familie Patton entfernt. An seine Stelle kam ein goldener Stern, der anzeigte, dass derjenige, fr den der blaue Stern gestanden hatte, im Kampf gefallen war. Ein Licht erlosch im Leben von Mrs. Patton.
"	In March 1944, the war had by then reached its peak, the ship was attacked off Saipan in the South Pacific. Arthur was one of those on board who remained lost at sea. The blue star was removed from its place of honor at the front window of the Patton family home. In its place, a golden star appeared, indicating that the one for whom the blue star stood had fallen in battle. A light went out in the life of Mrs. Patton.	In March 1944, at that time, the war had reached its peak, and the ship was attacked near Saipan in the South Pacific. Arthur was one of those on board who went missing at sea. The blue star was taken down from its honored place at the front window of the Patton family's home. In its stead, a golden star was raised, signifying that the individual for whom the blue star had stood had fallen in battle. A light was extinguished in the life of Mrs. Patton.
"Und ich erblickte auch einen engen und schmalen Pfad, der an der eisernen Stange entlangfhrte, ja, zu dem Baum, bei dem ich stand;
"	And I also caught sight of a narrow and slim path that led along the iron pole, indeed, to the tree by which I stood;	And I also noticed a narrow and slender path that ran alongside the iron pole, indeed leading to the tree where I was standing;
"Freiwillige helfen auf eigene Gefahr. Jugendliche unter 18 drfen nur teilnehmen, wenn sie von einem Elternteil begleitet werden, oder eine Erlaubnis seitens der Erziehungsberechtigten vorliegt.
"	Volunteers help at their own risk. Young people under 18 may only participate if they are accompanied by a parent or have permission from a guardian.	Volunteers engage at their own risk. Individuals under 18 are only allowed to participate if they are accompanied by a parent or have obtained permission from a legal guardian.
"Die scheinbar bersprungenen Leerfelder sind die Felder, die in dem von Ancestry.com generierten Index nicht bercksichtigt wurden. Die Stze mit solchen bersprungenen Feldern enthalten den letzten Index, der ber Ancestry.com erstellt wurde. Darin kommen die neuen Felder, die jetzt indexiert werden mssen, noch nicht vor. Das Projekt ist dadurch wesentlich aufwndiger geworden, sodass mehr Indexierungsarbeit als bei den vorigen US-Volkszhlungsprojekten, an denen sich FamilySearch beteiligt hat, erforderlich ist.
"	The seemingly skipped empty fields are the fields that were not considered in the index generated by Ancestry.com. The sentences with such skipped fields contain the last index that was created through Ancestry.com. The new fields that now need to be indexed are not yet included in it. Consequently, the project has become significantly more labor-intensive, requiring more indexing work than in previous U.S. census projects that FamilySearch has participated in.	The seemingly omitted empty fields refer to those that were not taken into account in the index produced by Ancestry.com. The entries with these omitted fields correspond to the most recent index created through Ancestry.com. The new fields, which still need to be indexed, are not yet part of this index. As a result, the project has become notably more labor-intensive, necessitating more indexing efforts than previous U.S. census projects that FamilySearch has been involved in.
"East North Temple Street
"	East North Temple Street	East North Temple Street
"Amerikanische Gebrdensprache ASL mit Untertiteln: am dritten Samstag im Monat um 12:00 Uhr
"	American Sign Language ASL with subtitles: on the third Saturday of the month at 12:00 PM	American Sign Language (ASL) with subtitles: on the third Saturday of every month at 12:00 PM
"Entscheidet sich der Schler dafr, mitzuarbeiten, bt er seine Entscheidungsfreiheit aus, und zwar so, dass der Heilige Geist ihm eine Botschaft bermitteln kann, die auf seine individuellen Bedrfnisse zugeschnitten ist. Wenn die Schler zur Mitarbeit angeregt werden, ist es sehr viel wahrscheinlicher, dass der Heilige Geist noch etwas sehr viel Wichtigeres lehrt als das, was Sie vermitteln knnen.
"	If the student decides to collaborate, he exercises his freedom of choice in such a way that the Holy Spirit can convey a message to him that is tailored to his individual needs. When the students are encouraged to cooperate, it is much more likely that the Holy Spirit will teach something much more important than what you can convey.	If a student chooses to participate, he is exercising his freedom of choice in a manner that allows the Holy Spirit to deliver a message tailored to his unique needs. When students are motivated to engage, it is significantly more likely that the Holy Spirit will impart teachings of far greater importance than what you are able to offer.
"Glaube als Strkung der Ehe
"	Faith as a Strengthening of Marriage	Faith as a Source of Strength in Marriage
"Man kann kommerziell abgeflltes Wasser in PET-Behltern kaufen. Nehmen Sie das Mindesthaltbarkeitsdatum der Behlter als Richtwert fr den Verbrauch. Verwenden Sie keine Kunststoffbehlter, die nicht aus PET hergestellt wurden.
"	One can buy commercially bottled water in PET containers. Use the best-before date of the containers as a guideline for consumption. Do not use plastic containers that are not made from PET.	You can buy commercially bottled water in PET containers. Use the best before date on the containers as a guideline for consumption. Avoid using plastic containers that are made from materials other than PET.
"Angaben zu Einzelpersonen und Familien, die bereits im System sind, lschen oder anzweifeln
"	Information regarding individuals and families that are already in the system, delete or dispute	Information about individuals and families that are already in the system and can be deleted or challenged.
"Denken Sie daran, dass die Namen, die so schwer zu finden sind, wirkliche Menschen sind, denen Sie Ihr Dasein in dieser Welt verdanken und denen Sie in der Geisterwelt wieder begegnen werden.
"	Remember that the names that are so hard to find are real people to whom you owe your existence in this world and whom you will encounter again in the spirit world.	Keep in mind that the names which are so difficult to uncover belong to real people, to whom you owe your existence in this world, and whom you will meet again in the spiritual realm.
"Wahrscheinlich kennen die Schler bereits den Bericht, wie Enos den ganzen Tag und die ganze Nacht lang betet. Sie knnen ihnen helfen, diese Begebenheit noch besser zu verstehen. Wenn die Schler den Bericht lesen und darber sprechen, knnen sie erkennen, auf welche Weise und mit welcher Einstellung sie ihren Gebeten noch mehr Bedeutung geben knnen. Sie verstehen auch besser, wie sich die Segnungen des Shnopfers auf ihr Leben auswirken.
"	Probably the students already know the report about how Enos prays all day and all night long. They can help them understand this event even better. When the students read the report and talk about it, they can recognize in what way and with what attitude they can give their prayers even more significance. They also better understand how the blessings of the Savior affect their lives.	The students are likely already acquainted with the account of Enos praying continuously, both day and night. This familiarity could assist them in deepening their understanding of the event. As the students engage with the account through reading and discussion, they will discover ways to infuse greater significance into their prayers by reflecting on their approach and mindset. Moreover, they will enhance their comprehension of how the Savior's blessings influence their lives.
"Bei einer Podiumsdiskussion, die er leitete, wies Elder M. Russell Ballard vom Kollegium der Zwlf Apostel darauf hin, dass es sinnvoll sei und man viel lernen knne, wenn man die Anweisungen in den Gemeinderatssitzungen Kapitel fr Kapitel liest und die Grundstze bespricht.
"	At a panel discussion he led, Elder M. Russell Ballard of the Quorum of the Twelve Apostles pointed out that it is beneficial and one can learn a lot by reading the instructions in the council meetings chapter by chapter and discussing the principles.	During a panel discussion that he led, Elder M. Russell Ballard from the Quorum of the Twelve Apostles emphasized that it is valuable and one can learn much by reading the instructions in the council meetings chapter by chapter and engaging in discussions about the principles.
"Elder Oaks zitiert Gordon B. Hinckley 1910-2008, den 15. Prsidenten der Kirche: Wir knnen hflich anderer Meinung sein, ohne unangenehm zu werden.
"	Elder Oaks quotes Gordon B. Hinckley 1910-2008, the 15th President of the Church: We can politely disagree without being disagreeable.	Elder Oaks cites Gordon B. Hinckley (1910-2008), the 15th President of the Church: We can have differing opinions politely, without becoming unpleasant.
"Die erwachsenen Jugendfhrer im Pfahl Hongkong forderten das Jugendkomitee auf, selbst ein Dienstprojekt auszusuchen. Nachdem sich die Jugendlichen erkundigt hatten, was vor Ort dringend gebraucht wurde, beschlossen sie, an einer Schule Kurse fr Kinder aus einkommensschwachen Familien durchzufhren. Etwa 125 Jugendliche erklrten mehr als 80 Schulkindern, wie man seine Talente entwickelt, gesundes Essen kocht, in der Familie Zeit freinander findet und gute Freundschaften aufbaut.
"	The adult youth leaders in the Hong Kong stake encouraged the youth committee to choose a service project on their own. After the youth inquired what was urgently needed on-site, they decided to conduct courses in a school for children from low-income families. About 125 youth taught more than 80 schoolchildren how to develop their talents, cook healthy food, find time for each other in the family, and build good friendships.	The adult youth leaders in the Hong Kong stake urged the youth committee to independently select a service project. After inquiring about the urgent needs in their community, the youth decided to conduct courses at a school for children from low-income families. Approximately 125 young individuals taught more than 80 schoolchildren how to develop their talents, prepare healthy meals, find time for each other within the family, and cultivate meaningful friendships.
"Eineinhalb Jahrhunderte lang hat das Massaker von Mountain Meadows diejenigen schockiert und bedrckt, die davon erfahren haben. Die Tragdie hat den Angehrigen der Opfer tiefes Leid zugefgt und den Nachkommen der Tter sowie Mitgliedern der Kirche generell das schmerzhafte Gefhl kollektiver Schuld aufgebrdet. Sie hat Kritik an der Kirche ausgelst und schmerzliche und schwierige Fragen aufgeworfen. Wie konnte das geschehen? Wie konnten Mitglieder der Kirche sich an einem solchen Verbrechen beteiligen?
"	For one and a half centuries, the Mountain Meadows massacre has shocked and distressed those who learned about it. The tragedy has caused deep grief to the victims' relatives and has imposed the painful feeling of collective guilt on the descendants of the perpetrators as well as on church members in general. It has triggered criticism of the church and raised painful and difficult questions. How could this happen? How could members of the church participate in such a crime?	For one and a half centuries, the Mountain Meadows massacre has continued to shock and distress those who have learned about it. This tragedy has inflicted profound sorrow on the victims' relatives and has imposed a painful sense of collective guilt on the descendants of the perpetrators, along with church members more broadly. It has sparked criticism of the church and raised difficult and distressing questions. How could this happen? How could church members have been complicit in such a crime?
"Wir beauftragen Sie, in der Korea-Mission Seoul zu arbeiten.
"	We commission you to work in the Korea mission in Seoul.	We are commissioning you to work on the Korea mission based in Seoul.
"Helfen Sie den Schlern mit der folgenden bersicht, die Grundstze in den Schriftstellen, die sie gelesen haben, zu besprechen und sich zu eigen zu machen:
"	Help the students with the following overview to discuss and appropriate the principles in the scriptures they have read:	Assist the students with the following overview to discuss and assimilate the principles presented in the scriptures they have read:
"Kurs zum Buch Lehre und Bndnisse Seminar
"	Course on the book Teachings and Covenants Seminar	Course on the Book of Doctrine and Covenants Seminar
"Ein Mann, der schon ber 80 war ein Mitglied der Kirche, das sein Geld mit Fahrradreparaturen verdiente und die Fahrrder der Missionare immer kostenlos reparierte , fuhr eines Abends bei strmendem Regen zur Wohnung der Missionare, um zu fragen, ob die Missionare mitkommen und seiner Frau einen Krankensegen geben wrden.
"	A man who was already over 80 years old, a member of the church, who earned his money with bicycle repairs and always repaired the missionaries' bicycles for free, rode one evening in pouring rain to the missionaries' residence to ask if the missionaries would come and give his wife a blessing for the sick.	An 80-year-old man, who had been a member of the church, made his living by repairing bicycles and always repaired the missionaries' bicycles at no charge. One evening, amidst torrential rain, he rode to the missionaries' residence to inquire if they would accompany him and give his wife a blessing for the sick.
"Die Internetseite teilt Ihnen mit, dass Ihr Passwort gendert worden ist.
"	The website informs you that your password has been changed.	The website notifies you that your password has been changed.
"Meine Augen haben den Erlser gesehen,
"	My eyes have seen the Savior,	My eyes have seen the Savior.
"Wir sollen den Menschen vergeben, die uns verletzen oder beleidigen. Wenn wir ihnen vergeben, wird der himmlische Vater uns vergeben.
"	We should forgive the people who hurt or insult us. If we forgive them, the heavenly Father will forgive us.	We should forgive those who hurt or insult us. When we forgive them, our heavenly Father will forgive us in return.
"Alles Weitere, was Sie uns schreiben mchten
"	Everything else that you would like to tell us	If there is anything else you would like to communicate to us
"Memo of Suggestions, Seite 1ff., Church Union Board Executive Committee Minutes, Historisches Archiv der Kirche
"	Memo of Suggestions, page 1 et seq., Church Union Board Executive Committee Minutes, Historical Archive of the Church	Memo of Suggestions, page 1 et seq., Minutes of the Church Union Board Executive Committee, Historical Archive of the Church
"So fgen Sie Notizen hinzu:
"	This is how you add notes:	Here’s how to add notes:
"Klicken Sie ausgehend von einem Textfenster auf das Men Buch und anschlieend auf WortWrter suchen.
"	Click from a text box on the menu book and then on search for words.	From a text window, click on the 'Book' menu and then click on 'Search for Words.'
"Weitere Einzelheiten geben Sie bitte auf Seite 2 dieses Formulars an.
"	Please provide further details on page 2 of this form.	Please provide additional details on page 2 of this form.
"Das Lied darf fr den gelegentlichen, nichtkommerziellen Gebrauch in Familie und Kirche vervielfltigt werden.
"	The song may be reproduced for occasional, non-commercial use in family and church.	The song may be reproduced for occasional, non-commercial use in family and church settings.
"Auf dieser Welt ist nichts so persnlich, so frdernd oder so lebensverndernd wie der Einfluss einer rechtschaffenen Frau.
"	In this world, nothing is as personal, as encouraging, or as life-changing as the influence of a righteous woman.	In this world, nothing is as personal, uplifting, or life-changing as the influence of a virtuous woman.
"Die Startseite des FamilySearch-Indexierungsprogramms
"	The homepage of the FamilySearch indexing program	The homepage of the FamilySearch indexing program
"Die Liebe zu Gott und der aufrichtige Wunsch, seine Gebote zu halten, bewegen uns zur Umkehr.
"	The love for God and the sincere wish to keep His commandments move us to repentance.	The love of God and the genuine desire to observe His commandments compel us to repent.
"Das Programm wurde seit Minuten nicht genutzt. Mchten Sie angemeldet bleiben?
"	The program has not been used for minutes. Would you like to remain logged in?	The program has not been used for several minutes. Would you like to stay logged in?
"Wenn man sich bekehrt hat, freut man sich auf den Sonntag, weil es der Sabbat ist. Am Sonntag denkt man nicht: O nein, heute kann ich nicht mit meinen Freunden abhngen oder ins Kino gehen, sondern man denkt: Ich freue mich, dass ich in die Kirche gehen und mich mit Geistigem befassen kann und dass ich Zeit mit meiner Familie verbringen kann.
"	When one has converted, one looks forward to Sunday because it is the Sabbath. On Sunday, one does not think: Oh no, today I cannot hang out with my friends or go to the cinema, but rather one thinks: I am happy that I can go to church and engage in spiritual matters and spend time with my family.	Once a person has converted, they eagerly anticipate Sunday since it is the Sabbath. On that day, they do not think, 'Oh no, I can’t hang out with my friends or go to the movies today.' Rather, they think, 'I am thrilled that I can attend church, engage in spiritual activities, and spend meaningful time with my family.'
"Junge Erwachsene auf der ganzen Welt gehorchen diesem Aufruf zum Dienen, aber es erfordert Glauben und Mut, dem Propheten zu folgen.
"	Young adults around the world heed this call to serve, but it requires faith and courage to follow the prophet.	Young adults across the globe respond to this call to serve, yet it requires both faith and courage to follow the prophet.
"Es kam oft vor, dass ich zu ein, zwei Anzgen, die ein Kunde ausgesucht hatte, eine Auswahl von Hemden und Krawatten zusammenstellte, die ich fr passend hielt. Doch nachdem ich die Hemden und Krawatten vom einen in den anderen Bereich gebracht und neben die Anzge gelegt hatte, war das Ergebnis berraschend: Die Farben nderten sich in dem neuen Licht und passten nun gar nicht zusammen.
"	It often happened that I put together a selection of shirts and ties that I thought were suitable for one or two suits a customer had chosen. However, after moving the shirts and ties from one area to another and laying them next to the suits, the result was surprising: The colors changed in the new light and did not match at all.	It often happened that I would assemble a selection of shirts and ties that I believed were appropriate for one or two suits selected by a customer. However, after transferring the shirts and ties to a different area and placing them next to the suits, the outcome was surprising: the colors changed in the new light and no longer coordinated at all.
"Besondere Einladung zur bertragung der CES-Fireside fr Junge Erwachsene im Mai 2009
"	Special invitation to the broadcast of the CES Fireside for young adults in May 2009	Special invitation to the CES Fireside event for young adults in May 2009
"Betont, wie wichtig wohlwollendes Verhalten ist.
"	Emphasizes how important benevolent behavior is.	Highlights how crucial benevolent behavior is.
"Prsident Joseph Fielding Smith hat gesagt: Man kann zwar behaupten, dass wir nur eine Handvoll sind im Vergleich zur Weltbevlkerung, man kann uns aber auch mit dem Sauerteig vergleichen, der letztlich die ganze Welt durchdringen sollte und von dem der Heiland gesprochen hatte. Wir knnen und werden zu gegebener Zeit gewiss Einfluss auf die ganze Menschheit nehmen. Man wird wissen, wer wir sind und warum es uns gibt. Es mag hoffnungslos erscheinen, es ist eine monumentale Aufgabe, aber es ist nicht nur mglich, sondern auch gewiss, dass wir den Kampf gegen den Satan gewinnen werden.
"	President Joseph Fielding Smith said: One may claim that we are just a handful compared to the world population, but we can also be compared to the leaven that is ultimately meant to permeate the whole world and of which the Savior spoke. We can and will certainly have an influence on all of humanity in due time. People will know who we are and why we exist. It may seem hopeless, it is a monumental task, but it is not only possible, but also certain that we will win the fight against Satan.	President Joseph Fielding Smith stated: While it may be claimed that we are merely a small handful in comparison to the global population, we can also be likened to the leaven that is destined to ultimately permeate the entire world, as the Savior mentioned. In due course, we can and will certainly exert influence over all of humanity. People will come to understand who we are and why we exist. It may appear hopeless and it is indeed a monumental task, yet it is not only possible, but also certain, that we will achieve victory in the battle against Satan.
"Vom 11. bis 26. November 2011 finden die Tage der offenen Tr statt auer sonntags.
"	From November 11 to 26, 2011, the days of open doors take place, except on Sundays.	The open days will take place from November 11 to 26, 2011, excluding Sundays.
"Auch Alessia war berzeugt, dass ihre Beziehung zu einem jungen Mann genau das war, was sie sein sollte. Unsere Geschichte war so wunderschn, dass wir meinten, unsere Beziehung wrde nie enden, auch wenn wir die blichen Schwierigkeiten hatten, die jedes Paar erlebt, erzhlt sie.
"	Alessia was also convinced that her relationship with a young man was exactly what it should be. Our story was so beautiful that we thought our relationship would never end, even though we had the usual difficulties that every couple experiences, she recounts.	Alessia was equally convinced that her relationship with a young man was precisely as it should be. Our story was so beautiful that we believed our relationship would never come to an end, even though we encountered the typical challenges faced by every couple, she recounts.
"Brder und Schwestern, ist Ihnen klar, was wir haben? Erkennen Sie, welche Stelle wir in diesem groen Drama der Menschheitsgeschichte einnehmen?
"	Brothers and sisters, are you aware of what we have? Do you recognize what position we occupy in this great drama of human history?	Brothers and sisters, do you understand what we possess? Can you recognize the position we hold in this grand narrative of human history?
"Was haben die Propheten und Apostel darber gesagt?
"	What have the prophets and apostles said about it?	What have the prophets and apostles said regarding this matter?
"Sie knnen die heiligen Handlungen des Tempels vollziehen lassen, wenn jemand seit zehn Jahren als tot gilt. Diese Regel gilt zum einen fr im Krieg vermisste, auf See verschollene oder fr tot erklrte Personen sowie zum anderen fr Personen, die unter Umstnden verschwunden sind, bei denen der Tod offensichtlich ist, jedoch keine Leiche gefunden wurde.
"	You can perform the sacred rites of the temple if someone has been considered dead for ten years. This rule applies, on the one hand, to persons missing in war, those lost at sea, or those declared dead; on the other hand, it applies to persons who have disappeared under circumstances where death is apparent, but no body has been found.	The sacred rites of the temple may be conducted on behalf of someone who has been regarded as dead for ten years. This rule applies to individuals missing in action during wartime, those who have vanished at sea, or those officially declared dead. It also includes individuals who have gone missing under circumstances where death is apparent, even if no body has been found.
"Wenn ein Einreicher Kontaktinformationen hinterlegt hat, knnen Sie diese nutzen, um mit ihm Kontakt aufzunehmen.
"	If a submitter has provided contact information, you can use it to get in touch with them.	If a submitter has provided their contact information, you can use this to get in touch with them.
"Achten Sie darauf, dass eine entspannte Atmosphre herrscht und die Jugendlichen sich miteinander wohl fhlen.
"	Make sure that a relaxed atmosphere prevails and that the young people feel comfortable with each other.	Ensure that a relaxed atmosphere exists and that the young people feel comfortable with one another.
"Dallin H. Oaks bert sich mit Barbara W. Winder zu Themen, die die Frauen in der Kirche betreffen
"	Dallin H. Oaks discusses with Barbara W. Winder topics that concern women in the church.	Dallin H. Oaks engages in a conversation with Barbara W. Winder about issues related to women within the church.
"Bitten Sie die Schler, in diesen Versen Wrter oder Ausdrcke zu finden, die aussagen, was das geistige Fortkommen der Menschen behindert hat. Schreiben Sie die Antworten an die Tafel. Veranschaulichen Sie ihnen, dass diese Menschen zwar einmal geglaubt hatten, dass ihre schlechten Handlungen aber dazu fhrten, dass sie ihr Zeugnis vergaen und zur Schlechtigkeit zurckkehrten.
"	Ask the students to find words or expressions in these verses that state what has hindered the spiritual progress of mankind. Write the answers on the board. Illustrate to them that these people once believed, but that their bad actions led them to forget their testimony and return to wickedness.	Request the students to identify words or phrases within these verses that indicate what has obstructed the spiritual advancement of humanity. Record their responses on the blackboard. Demonstrate to them that while these individuals once had beliefs, their misdeeds ultimately caused them to forget their testimony and regress into wrongdoing.
"Folglich hilft uns der im Shnopfer enthaltene Aspekt, dass wir befhigt werden und Kraft bekommen, auf eine Weise zu sehen, zu handeln und gut zu werden, die wir mit unseren begrenzten irdischen Fhigkeiten nie erfassen oder erreichen knnten. Ich bezeuge, dass im Shnopfer des Erlsers wirklich eine Macht steckt, die uns Fhigkeiten verleiht. Ohne diese Macht aus dem Shnopfer, die mir Kraft gibt, knnte ich heute Morgen nicht vor Ihnen stehen.
"	Consequently, the aspect contained in the Atonement helps us to be empowered and to gain strength to see, act, and become good in ways that we could never grasp or achieve with our limited earthly abilities. I testify that there is indeed a power in the Atonement of the Savior that grants us abilities. Without this power from the Atonement, which gives me strength, I could not stand before you this morning.	Consequently, the aspect of the Atonement allows us to be empowered and grants us the strength to see, act, and improve in ways that we could never fully grasp or achieve with our limited earthly abilities. I testify that there is truly a power within the Atonement of the Savior that bestows us with abilities. Without this power from the Atonement, which gives me strength, I would not be able to stand before you this morning.
"Geben Sie bitte eine gltige E-Mail-Adresse ein.
"	Please enter a valid email address.	Please enter a valid email address.
"Die Koordinatoren und leitenden Betreuer treffen sich, um die Versammlung fr Organisatorisches zu besprechen.
"	The coordinators and lead supervisors meet to discuss the assembly for organizational matters.	The coordinators and lead supervisors convene to discuss the assembly regarding organizational matters.
"Whrend meiner Kindheit und frhen Jugend wurde ich hin- und hergereicht. Ich erlebte nie, wie es war, eine Familie zu haben, und bekam auch niemals ein Geschenk, nicht einmal zum Geburtstag oder zu Weihnachten.
"	During my childhood and early youth, I was passed around. I never experienced what it was like to have a family, and I never received a gift, not even for my birthday or Christmas.	During my childhood and early adolescence, I was shuffled between various caregivers. I never felt what it was like to belong to a family, and I never received a gift—not even for my birthday or at Christmas.
"Asenaca hat, obwohl sie erst 19 ist, in ihrem Leben schon viel Kummer erlebt. Dennoch strahlt sie Freude aus. Sie freut sich an der Gewissheit, dass sie zu einer ewigen Familie gehrt, denn ihre Familie wurde 2001 im Suva-Tempel gesiegelt, und sie freut sich an der Gewissheit, dass der himmlische Vater sie kennt und liebt.
"	Asenaca has experienced a lot of sorrow in her life, even though she is only 19. Nevertheless, she radiates joy. She delights in the certainty that she belongs to an eternal family, for her family was sealed in the Suva Temple in 2001, and she takes joy in the assurance that the Heavenly Father knows and loves her.	Despite being only 19, Asenaca has already faced a significant amount of sorrow in her life. Nevertheless, she radiates joy. She finds solace in the knowledge that she belongs to an eternal family, as her family was sealed in the Suva Temple in 2001. Moreover, she takes joy in the assurance that Heavenly Father knows and loves her.
"Bei dem Tafelbild, was wir tun mssen, um ewiges Leben zu erlangen, sind unter anderem diese Antworten mglich:
"	In the tableau, what we must do to attain eternal life, among other things, these answers are possible:	The chart depicting what we need to do in order to attain eternal life includes, among other options, the following answers:
"Wir weisen warnend darauf hin, dass jemand, der die Bndnisse der Keuschheit verletzt, der seinen Ehepartner oder seine Nachkommen misshandelt oder missbraucht oder seinen familiren Verpflichtungen nicht nachkommt, eines Tages vor Gott Rechenschaft ablegen muss. Weiter warnen wir davor, dass der Zerfall der Familie ber die Menschen, Lnder und Vlker das Unheil bringen wird, das in alter und neuer Zeit von den Propheten vorhergesagt worden ist.
"	We warn that anyone who violates the bonds of chastity, mistreats or abuses their spouse or offspring, or fails to meet their family obligations, will one day have to give account before God. We further warn that the breakdown of the family will bring calamity upon people, countries, and nations, as has been prophesied in both ancient and modern times.	We issue a strong warning that anyone who violates the bonds of chastity, mistreats or abuses their spouse or descendants, or neglects their familial obligations, will one day have to account for their actions before God. Furthermore, we warn that the disintegration of the family will bring the calamity that has been foretold by the prophets throughout both ancient and modern times, affecting individuals, nations, and peoples alike.
"Wir wollen zumindest einen freundlichen, von christlicher Nchstenliebe geprgten Eindruck hinterlassen.
"	We want to leave at least a friendly impression shaped by Christian charity.	We aspire to leave a friendly impression that reflects Christian compassion.
"Das System bertrgt die Angaben nun in das Feld Speicherort und Dateiname.
"	The system now transfers the information into the field location and filename.	The system now inputs the details into the fields for storage location and filename.
