Source	First English Translation	Final Refined Translation
"O membro da Igreja John M. Bernhisel copiou partes de um manuscrito do Velho Testamento e um manuscrito separado do Novo Testamento cerca de um ano após a morte de Joseph Smith, quando Emma Smith emprestou a Bernhisel os manuscritos por um período de quase três meses.
"	The church member John M. Bernhisel copied parts of a manuscript of the Old Testament and a separate manuscript of the New Testament about a year after the death of Joseph Smith, when Emma Smith lent Bernhisel the manuscripts for a period of nearly three months.	John M. Bernhisel, a member of the Church, copied portions of an Old Testament manuscript along with a separate manuscript of the New Testament approximately one year after Joseph Smith's death, during which time Emma Smith lent the manuscripts to Bernhisel for nearly three months.
"Enquanto as dimensões, funções e alguns aspectos da sua aparência foram especificados por revelação, outros elementos foram deixados para os líderes e trabalhadores locais decidirem.
"	While the dimensions, functions, and some aspects of its appearance were specified by revelation, other elements were left for local leaders and workers to decide.	While the dimensions, functions, and certain aspects of its appearance were defined by revelation, other elements were left for local leaders and workers to determine.
"Acabei de terminar meu primeiro lote!
"	I just finished my first batch!	I just finished my first batch!
"Incentivamos você a examinar todas as informações encontradas em cada uma das diretrizes antes de enviar.
"	We encourage you to examine all the information found in each of the guidelines before submitting.	We encourage you to thoroughly review all information provided in each guideline prior to submission.
"Alguns dias depois de enviar essas cartas, Joseph e seus companheiros na prisão foram levados da cadeia e apresentados a um tribunal superior em Gallatin.
"	A few days after sending these letters, Joseph and his companions in prison were taken from the jail and presented to a higher court in Gallatin.	A few days after sending these letters, Joseph and his fellow inmates were removed from the jail and brought before a higher court in Gallatin.
"Junte-se a nós para preparar o lançamento oficial do novo programa de indexação com base no navegador no site FamilySearch.org!
"	Join us to prepare for the official launch of the new browser-based indexing program on the FamilySearch.org site!	Join us as we prepare for the official launch of the new browser-based indexing program at FamilySearch.org!
"Talvez esse legado seja o que inspira as gerações futuras a segui-los, ou talvez isso realmente esteja no sangue da família.
"	Maybe this legacy is what inspires future generations to follow them, or maybe this is truly in the family's blood.	Perhaps this legacy is what inspires future generations to follow in their footsteps, or perhaps it genuinely flows through the family's veins.
"Este projeto não tem nenhum lote disponível para retirada.
"	This project does not have any lot available for pickup.	This project does not have any lots available for collection.
"Indexação na Internet Não consigo ver a página inteira das instruções do projeto
"	Indexing on the Internet I can't see the entire page of the project instructions	Internet indexing: I cannot view the complete page of the project instructions.
"Criança Nascida Antes do Pai
"	Child Born Before the Father	Child Born Prior to the Father
"Para a imagem acima, este campo seria indexado como:
"	For the image above, this field would be indexed as:	For the image above, this field would be indexed as follows:
"Cristo orando no Getsêmani
"	Christ praying in Gethsemane	Christ praying in Gethsemane
"Fiquei muito magoada ao ouvi-los dizer velha mãe Smith Lá vai a velha mãe Smith.
"	I was very hurt to hear them say old mother Smith Here comes old mother Smith.	I felt very hurt when I heard them call her 'old Mother Smith.' There goes the old hag Mother Smith.
"Se você estiver usando esse sistema operacional, baixe e use Firefox, Chrome ou Safari.
"	If you are using this operating system, download and use Firefox, Chrome, or Safari.	If you are using this operating system, please download and use either Firefox, Chrome, or Safari.
"Eu tinha pesquisado por 20 anos para encontrar qualquer registro de casamento ou divórcio dos pais dela.
"	I had searched for 20 years to find any records of her parents' marriage or divorce.	I had spent 20 years researching to find any records of her parents' marriage or divorce.
"Qual é o propósito desta nova página?
"	What is the purpose of this new page?	What is the purpose of this new page?
"Somos gratos por seu trabalho dedicado nessa obra extraordinária.
"	We are grateful for your dedicated work on this extraordinary project.	We sincerely appreciate your dedicated efforts on this extraordinary project.
"Em sua solicitação, forneça as seguintes informações:
"	In your request, provide the following information:	In your request, please provide the following information:
"mas agora se sentia abandonado.
"	but now he felt abandoned.	but now he felt abandoned.
"Em 1976, John F. e Carmen ODonnal foram chamados para presidir a Missão Cidade da Guatemala e, depois, a Missão Guatemala Quetzaltenango.
"	In 1976, John F. and Carmen ODonnal were called to preside over the Mission City of Guatemala and then the Mission Guatemala Quetzaltenango.	In 1976, John F. and Carmen O'Donnal were called to lead the Guatemala City Mission and subsequently took charge of the Quetzaltenango Guatemala Mission.
"Kimball assegurou a ele que os membros da área haviam expressado confiança nele.
"	Kimball assured him that the members of the area had expressed confidence in him.	Kimball assured him that the members of the area had expressed their confidence in him.
"Nomeado para a Junta Educacional da Igreja
"	Appointed to the Educational Board of the Church	Appointed to the Church Educational Board
"Você será notificado quando um patriarca for atribuído.
"	You will be notified when a patriarch is assigned.	You will be notified when a patriarch is assigned.
"Sem dúvida, milhares de vidas serão modificadas com o resultado do esforço de hoje.
"	Without a doubt, thousands of lives will be changed by the result of today's effort.	Undoubtedly, the outcomes of today's efforts will transform thousands of lives.
"Indexar registros históricos, talvez da terra natal de um antepassado.
"	Index historical records, perhaps from the birthplace of an ancestor.	Index historical records, possibly originating from an ancestor's birthplace.
"Sabrina Jill Squires Estados Unidos Colagem e tinta acrílica sobre painel
"	Sabrina Jill Squires United States Collage and acrylic paint on panel	Sabrina Jill Squires, United States, collage and acrylic paint on panel.
"Entrevistas recentes com diretores de indexação da estaca e líderes do sacerdócio mostram como determinadas estacas estão combinando perfeitamente a indexação com outras atividades de história da família em um esforço harmonioso que abençoa a vida em ambos os lados do véu.
"	Recent interviews with stake indexing directors and priesthood leaders show how certain stakes are perfectly combining indexing with other family history activities in a harmonious effort that blesses life on both sides of the veil.	Recent interviews with indexing directors of stakes and priesthood leaders reveal how certain stakes are seamlessly combining indexing with various family history activities in a harmonious endeavor that enriches lives on both sides of the veil.
"Sou tão grata por essas histórias terem sido compartilhadas, mas, não apenas compartilhadas preservadas.
"	I am so grateful for these stories having been shared, but not just shared, preserved.	I am so grateful that these stories have not only been shared but also preserved.
"Conforme esperado, Joseph a ensinou sobre isso e perguntou se ela seria selada a ele.
"	As expected, Joseph taught her about it and asked if she would be sealed to him.	As anticipated, Joseph instructed her on this matter and inquired if she would be sealed to him.
"Suécia, Registros da Igreja de rebro, 16131918; índice 16351860
"	Sweden, Church Records of rebro, 16131918; index 16351860	Sweden, Church Records of Örebro, 1613-1918; Index 1635-1860
"Coloque mais informações e detalhes aqui.
"	Put more information and details here.	Please add more information and details in this section.
"Mercy perdera outro marido no auge da vida.
"	Mercy had lost another husband in the prime of life.	Mercy had lost yet another husband at the height of his life.
"Agora você pode deslizar o nome da pessoa para removê-la do Histórico ou da lista de Antepassados com Tarefas.
"	Now you can swipe the person's name to remove them from the History or from the Ancestors with Tasks list.	You can now swipe the name of the person to remove them from the History or the list of Ancestors with Tasks.
"A Firma Unida desempenhou um papel essencial na administração da Igreja de 1832 a 1834, exatamente como Whitney desempenhou um papel primordial na própria firma.
"	The United Firm played an essential role in the management of the Church from 1832 to 1834, just as Whitney played a pivotal role in the firm itself.	The United Firm was instrumental in the administration of the Church between 1832 and 1834, just as Whitney was a key figure in the firm itself.
"E pensava: Não sou tão digna.
"	And she thought: I am not so worthy.	And she thought to herself: I am not worthy.
"3 Néfi 11:10; 15:2124; ver também João 10:16.
"	3 Nephi 11:10; 15:21-24; see also John 10:16.	3 Nephi 11:10; 15:21-24; also see John 10:16.
"Os seis missionários e o motorista começaram a procurar por gasolina, a fim de continuar com sua jornada; por fim, trocaram meia saca de arroz por quinze litros de combustível mesmo sabendo que não seria suficiente para os quase 600 quilômetros de péssimas estradas.
"	The six missionaries and the driver began to look for gasoline in order to continue their journey; in the end, they traded half a sack of rice for fifteen liters of fuel, even knowing that it would not be enough for the nearly 600 kilometers of terrible roads.	The six missionaries and the driver started looking for gasoline to continue their journey; ultimately, they exchanged half a sack of rice for fifteen liters of fuel, fully aware that this wouldn't be sufficient for the nearly 600 kilometers of poor roads ahead.
"Pouco se sabe sobre o conhecimento e os sentimentos de Emma em relação a esses casamentos, alguns dos quais envolviam compromissos nesta vida, ao passo que outros envolviam compromissos somente para a vida futura.
"	Little is known about Emma's knowledge and feelings regarding these marriages, some of which involved commitments in this life, while others involved commitments only for the afterlife.	Little is known about Emma's understanding and feelings concerning these marriages, some of which entailed commitments in this life, while others pertained solely to obligations in the afterlife.
"Clique na seta para fechar o painel.
"	Click on the arrow to close the panel.	Click on the arrow to close the panel.
"E compreendes seu pensar,
"	And you understand your thinking,	And you understand your thinking.
"Os acontecimentos em Carthage levaram Joseph Fielding a encher várias páginas de seu diário com comentários sobre a vida, missão e morte de Joseph Smith.
"	The events in Carthage led Joseph Fielding to fill several pages of his journal with comments about the life, mission, and death of Joseph Smith.	The events in Carthage prompted Joseph Fielding to write extensively in his journal about the life, mission, and death of Joseph Smith.
"O Élder Quentin L. Cook, que falará mais tarde nesta conferência, disse que A liderança da Igreja conclamou a nova geração a liderar o caminho no uso da tecnologia para vivenciar o espírito de Elias, pesquisar seus antepassados e realizar as ordenanças do templo para eles.
"	Elder Quentin L. Cook, who will speak later at this conference, said that the Church leadership has called upon the new generation to lead the way in using technology to experience the spirit of Elijah, research their ancestors, and perform the temple ordinances for them.	Elder Quentin L. Cook, who will speak later in this conference, stated that the Church leadership has urged the new generation to take the lead in using technology to experience the spirit of Elijah, research their ancestors, and perform temple ordinances on their behalf.
"Annie Noble se filiou à Igreja Batista quando se casou.
"	Annie Noble joined the Baptist Church when she got married.	Annie Noble became a member of the Baptist Church when she got married.
"Esse recurso aumenta o valor do Catálogo do FamilySearch como auxílio de pesquisa, tornando-se muito mais eficiente passar dos itens do catálogo para os dados digitais online.
"	This resource increases the value of the FamilySearch Catalog as a research aid, making it much more efficient to move from the catalog items to the online digital data.	This tool enhances the value of the FamilySearch Catalog as a research aid, significantly improving the efficiency of transitioning from catalog entries to the online digital records.
"e mediu mais mil, e me fez passar por águas que me davam pelos lombos.
"	and measured more than a thousand, and made me pass through waters that reached my loins.	and measured over a thousand, leading me through waters that came up to my lower back.
"Defina o endereço de IP estático da impressora.
"	Define the static IP address of the printer.	Set the printer's static IP address.
"O templo ainda estava longe de ser terminado e, se os santos fugissem da cidade, dificilmente conseguiriam receber sua investidura.
"	The temple was still far from being finished and, if the saints fled the city, they would hardly be able to receive their investiture.	The temple was still far from being completed, and if the saints were to flee the city, it would be difficult for them to receive their investiture.
"Precisamos especialmente de ajuda na indexação de registros em espanhol, francês, italiano e português.
"	We especially need help with the indexing of records in Spanish, French, Italian, and Portuguese.	We particularly require assistance with the indexing of records in Spanish, French, Italian, and Portuguese.
"Índice por Número da Seção
"	Index by Section Number	Index by Section Number
"Senhorita Dew?, ela disse com um sotaque encantador.
"	Miss Dew?, she said with a charming accent.	Miss Dew? she asked, her charming accent clearly noticeable.
"Nossas orações devem ser sinceras
"	Our prayers must be sincere	Our prayers need to be heartfelt
"Maneiras Simples de Comemorar o Mês da História da Família: Uma Viagem ao Passado
"	Simple Ways to Celebrate Family History Month: A Journey to the Past	Simple Ways to Celebrate Family History Month: A Journey into the Past
"Naquele dia, lembro-me de estar muito cansado, e não querer fazer nada.
"	On that day, I remember being very tired and not wanting to do anything.	On that day, I recall feeling extremely tired and having no desire to do anything.
"Se você enviou os dados da pessoa num arquivo GEDCOM, acrescente uma data ou local de falecimento.
"	If you sent the person's data in a GEDCOM file, add a date or place of death.	If you have submitted the individual's information in a GEDCOM file, please include either the date or location of death.
"As Sociedades de Socorro indicaram pelo menos um auxílio de serviço social por estaca e alguns no âmbito de ala quando necessário.
"	The Relief Societies indicated at least one social service assistance per stake and some within the ward when needed.	The Relief Societies indicated that there should be at least one instance of social service assistance per stake, and, when necessary, additional support should be provided at the ward level.
"Da mesma forma, ele espera que o aplicativo seja disponibilizado gratuitamente aos milhares de alunos nas salas de aula nos Estados Unidos.
"	In the same way, he hopes that the app will be made available for free to the thousands of students in classrooms in the United States.	Similarly, he expects that the application will be provided at no cost to the thousands of students in classrooms across the United States.
"Leve seus antepassados com você.
"	Take your ancestors with you.	Carry your ancestors with you.
"Alguns dias mais tarde, uma mensagem de Joseph Ball, um missionário que trabalhava nas Ilhas Fox, relatou que os dissidentes de Kirtland haviam enviado cartas para os conversos de Wilford daquele local, tentando lhes influenciar a fé.
"	Some days later, a message from Joseph Ball, a missionary working in the Fox Islands, reported that the Kirtland dissenters had sent letters to the converts of Wilford in that area, trying to influence their faith.	A few days later, a message from Joseph Ball, a missionary working in the Fox Islands, reported that the Kirtland dissenters had sent letters to Wilford's converts in that region, attempting to sway their faith.
"Informações da conta nomes de usuário e senhas podem ser encontradas em três locais, como mostrado abaixo:
"	Account information usernames and passwords can be found in three locations, as shown below:	Usernames and passwords related to account information can be found in three distinct locations, as illustrated below:
"Esta é uma nova pasta vazia.
"	This is a new empty folder.	This is a new empty folder.
"Para mim foi uma resposta às minhas orações.
"	For me, it was an answer to my prayers.	For me, it was an answer to my prayers.
"Sacrificar o Futebol pelo Serviço
"	Sacrificing Football for Work	Sacrificing Football for Work
"Quero entrar em contato com alguém que esteja trabalhando em minha linhagem de antepassados.
"	I want to get in touch with someone who is working on my lineage of ancestors.	I would like to contact someone who is researching my ancestral lineage.
"Outras pessoas achavam que, como governador, ele não deveria participar de uma nova religião que poderia dividir o povo.
"	Other people thought that, as governor, he should not participate in a new religion that could divide the people.	Some people believed that, as governor, he should refrain from engaging in a new religion that could create divisions among the population.
"Um usuário da Árvore Familiar digitou uma data ou local, mas não selecionou um padrão.
"	A user of the Family Tree typed a date or location, but did not select a pattern.	A user of the Family Tree entered a date or location, but did not select a template.
"Converse com eles sobre o que eles querem fazer.
"	Talk to them about what they want to do.	Discuss with them what activities they would like to engage in.
"Durante a cerimônia, o presidente Wilford Woodruff ativou um interruptor elétrico e uma máquina abaixou o pináculo de granito no local.
"	During the ceremony, President Wilford Woodruff activated an electric switch and a machine lowered the granite pinnacle on site.	During the ceremony, President Wilford Woodruff activated an electric switch, and a machine lowered the granite pinnacle into place.
"Élder Quentin L. Cook, abril de 2014
"	Elder Quentin L. Cook, April 2014	Elder Quentin L. Cook, April 2014
"Sim, mas ainda levará um tempo para desenvolver esses recursos.
"	Yes, but it will still take some time to develop these features.	Yes, but it will still require some time to develop these features.
"Cada um recebeu uma pequena lente de aumento e um certificado de conclusão.
"	Each one received a small magnifying glass and a certificate of completion.	Each individual received a small magnifying glass alongside a certificate of completion.
"Na semana seguinte, enquanto Phelps continuava a pensar sobre o que havia acontecido, uma passagem do Novo Testamento veio a sua mente.
"	In the following week, while Phelps continued to think about what had happened, a passage from the New Testament came to his mind.	The following week, as Phelps kept reflecting on what had happened, a passage from the New Testament came to him.
"Conte o número de registros na imagem.
"	Error: can't start new thread	Error: can't start new thread
"O texto da oração foi adicionado a Doutrina e Convênios como seção 109, em 1876.
"	Error: can't start new thread	Error: can't start new thread
"A maioria dos casos foi julgada por um tribunal do bispo ou pelo sumo conselho.
"	Error: can't start new thread	Error: can't start new thread
"Em muitos casos o software do FamilySearch ajuda nesse processo.
"	Error: can't start new thread	Error: can't start new thread
"Vou como um cordeiro para o matadouro, disse o profeta, mas estou calmo como uma manhã de verão; tenho a consciência limpa em relação a Deus e em relação a todos os homens. Morrerei inocente.
"	Error: can't start new thread	Error: can't start new thread
"Altere seu perfil de modo a incluir o país em que reside.
"	Error: can't start new thread	Error: can't start new thread
"Peça aos seus pais e avós para falar sobre a vida deles e o que eles se lembram de seus parentes falecidos, e grave suas histórias usando o aplicativo.
"	Error: can't start new thread	Error: can't start new thread
"N. Eldon Tanner era primeiro conselheiro na Primeira Presidência na época da desobrigação da irmã Spafford; Tanner e ela foram bons amigos.
"	Error: can't start new thread	Error: can't start new thread
"Entendo que algumas pessoas possam estar com medo de nós, porque elas não nos conhecem.
"	Error: can't start new thread	Error: can't start new thread
"O usuário não foi encontrado.
"	Error: can't start new thread	Error: can't start new thread
"Acredito que nunca houve uma família mais obediente do que a minha e
"	Error: can't start new thread	Error: can't start new thread
"Sinto-me grato por estar aqui com minha esposa, Ruth.
"	Error: can't start new thread	Error: can't start new thread
"Isso torna o programa mais fácil para aqueles que começarem a usar o programa pela primeira vez.
"	Error: can't start new thread	Error: can't start new thread
"Spencer W. Kimball, presidente da Igreja, anuncia que um templo será construído em Tóquio.
"	Error: can't start new thread	Error: can't start new thread
"Em vez de seguir um plano de aula específico, ajude-os com suas necessidades e interesses.
"	Error: can't start new thread	Error: can't start new thread
