Source	First English Translation	Final Refined Translation
"Enquanto as dimensões, funções e alguns aspectos da sua aparência foram especificados por revelação, outros elementos foram deixados para os líderes e trabalhadores locais decidirem.
"	While the dimensions, functions and some aspects of their appearance were specified by revelation, other elements were left to local leaders and workers to decide.	While the dimensions, functions, and several aspects of their appearance were defined through divine revelation, other elements were left to the discretion of local leaders and workers.
"Acabei de terminar meu primeiro lote!
"	I just finished my first batch!	I have just completed my first batch!
"Incentivamos você a examinar todas as informações encontradas em cada uma das diretrizes antes de enviar.
"	We encourage you to look at all the information found in each of the guidelines before submitting.	We encourage you to carefully review all the information found in each of the guidelines before submitting.
"Alguns dias depois de enviar essas cartas, Joseph e seus companheiros na prisão foram levados da cadeia e apresentados a um tribunal superior em Gallatin.
"	A few days after sending these letters, Joseph and his fellow prisoners were taken from jail and brought before a higher court in Gallatin.	A few days after sending these letters, Joseph and his fellow inmates were taken from the jail and presented before a higher court in Gallatin.
"Junte-se a nós para preparar o lançamento oficial do novo programa de indexação com base no navegador no site FamilySearch.org!
"	Join us to prepare the official launch of the new browser-based indexing program in the e FamilySearch.org sit!	Join us to prepare for the official launch of the new browser-based indexing program on the FamilySearch.org website!
"Talvez esse legado seja o que inspira as gerações futuras a segui-los, ou talvez isso realmente esteja no sangue da família.
"	Maybe that legacy is what inspires future generations to follow, or maybe that really is in the blood of the family.	Perhaps this legacy inspires future generations to follow in their footsteps, or it may truly be something inherent in the family's bloodline.
"Este projeto não tem nenhum lote disponível para retirada.
"	This project has no batch available for withdrawal.	This project has no batches available for pickup.
"Indexação na Internet Não consigo ver a página inteira das instruções do projeto
"	Indexing on the Internet I cannot see the entire page of the project instructions	I cannot see the entire page of the project instructions.
"Criança Nascida Antes do Pai
"	Child Born Before Father	Child Born Before the Father
"Para a imagem acima, este campo seria indexado como:
"	For the image above, this field would be indexed as:	For the image above, this field would be indexed as:
"Cristo orando no Getsêmani
"	Christ prayers in Gethsemane	Christ praying in Gethsemane
"Fiquei muito magoada ao ouvi-los dizer velha mãe Smith Lá vai a velha mãe Smith.
"	I was very hurt to hear them say old mother Smith There goes old mother Smith.	I felt deeply hurt when I heard them say, 'There goes the old Mother Smith.'
"Se você estiver usando esse sistema operacional, baixe e use Firefox, Chrome ou Safari.
"	If you are using this operating system, download and use Firefox, Chrome or Safari.	If you are using this operating system, please download and use Firefox, Chrome, or Safari.
"Eu tinha pesquisado por 20 anos para encontrar qualquer registro de casamento ou divórcio dos pais dela.
"	I had searched for 20 years to find any marriage record or divorce from her parents.	I had been searching for 20 years to find any records of marriage or divorce for her parents.
"Qual é o propósito desta nova página?
"	What is the purpose of this new page?	What is the purpose of this new page?
"Somos gratos por seu trabalho dedicado nessa obra extraordinária.
"	We are grateful for your dedicated work in this extraordinary work.	We sincerely appreciate your dedicated efforts on this remarkable project.
"Em sua solicitação, forneça as seguintes informações:
"	In your request, provide the following information:	In your request, please provide the following information:
"mas agora se sentia abandonado.
"	But now he felt abandoned.	However, he now felt abandoned.
"Em 1976, John F. e Carmen ODonnal foram chamados para presidir a Missão Cidade da Guatemala e, depois, a Missão Guatemala Quetzaltenango.
"	In 1976, John F. and Carmen ODonnal were called to preside over the Guatemala City Mission, and then the Guatemala Quetzaltenango Mission.	In 1976, John F. and Carmen O'Donnal were called to serve as presidents of the Guatemala City Mission, and subsequently, the Guatemala Quetzaltenango Mission.
"Kimball assegurou a ele que os membros da área haviam expressado confiança nele.
"	Kimball assured him that members of the area had expressed confidence in him.	Kimball assured him that the team members had expressed their confidence in him.
"Nomeado para a Junta Educacional da Igreja
"	Named for Church Educational Board	Appointed to the Church Education Committee
"Você será notificado quando um patriarca for atribuído.
"	You will be notified when a patriarch is assigned.	You will be notified when a patriarch is assigned.
"Sem dúvida, milhares de vidas serão modificadas com o resultado do esforço de hoje.
"	Undoubtedly, thousands of lives will be modified with the result of today&#39;s effort.	Without a doubt, thousands of lives will be transformed as a result of today’s efforts.
"Indexar registros históricos, talvez da terra natal de um antepassado.
"	Index historical records, perhaps from the homeland of an ancestor.	Index historical records, possibly from the homeland of an ancestor.
"Sabrina Jill Squires Estados Unidos Colagem e tinta acrílica sobre painel
"	Collage and acrylic paint on panel Sabrina Jill Squires United States	Collage and acrylic paint on panel by Sabrina Jill Squires, United States
"Entrevistas recentes com diretores de indexação da estaca e líderes do sacerdócio mostram como determinadas estacas estão combinando perfeitamente a indexação com outras atividades de história da família em um esforço harmonioso que abençoa a vida em ambos os lados do véu.
"	Recent interviews with stake indexing directors and priesthood leaders show how determined stakes are seamlessly combining indexing with other family history activities in a harmonious effort that bless life on both sides of the veil.	Recent interviews with indexing directors from the stakes and priesthood leaders illustrate how certain stakes are effectively integrating indexing with various family history activities in a cohesive effort that blesses lives on both sides of the veil.
"Sou tão grata por essas histórias terem sido compartilhadas, mas, não apenas compartilhadas preservadas.
"	I am so grateful that these stories have been shared, but, not just shared preserved.	I am so grateful for these stories being shared, and not only shared but also preserved.
"Conforme esperado, Joseph a ensinou sobre isso e perguntou se ela seria selada a ele.
"	As expected, Joseph taught her about it and asked if she would be sealed to him.	As anticipated, Joseph instructed her on this matter and inquired whether she would be sealed to him.
"Suécia, Registros da Igreja de rebro, 16131918; índice 16351860
"	Sweden, Rebro Church Records, 16131918; index 16351860	Sweden, Church Records of Örebro, 1613-1918; Index 1635-1860
"Coloque mais informações e detalhes aqui.
"	Put more information and details here.	Add more information and details here.
"Mercy perdera outro marido no auge da vida.
"	Mercy had lost another husband in the prime of her life.	Mercy had lost yet another husband during the prime of her life.
"Agora você pode deslizar o nome da pessoa para removê-la do Histórico ou da lista de Antepassados com Tarefas.
"	You can now swipe the person&#39;s name to remove them from History or the list of Tasking Antheads.	You can now swipe the person's name to remove them from the History or the list of Task Ancestors.
"A Firma Unida desempenhou um papel essencial na administração da Igreja de 1832 a 1834, exatamente como Whitney desempenhou um papel primordial na própria firma.
"	The United Firm played an essential role in the administration of the Church from 1832 to 1834, just as Whitney played a paramount role in the firm itself.	The United Firm held a crucial position in managing the Church from 1832 to 1834, just as Whitney was instrumental to the firm itself.
"E pensava: Não sou tão digna.
"	And I thought: I&#39;m not so worthy.	And I thought: I am not worthy.
"3 Néfi 11:10; 15:2124; ver também João 10:16.
"	3 Nephi 11:10; 15:2124; see also John 10:16.	3 Nephi 11:10; 15:21-24; refer to John 10:16 as well.
"Os seis missionários e o motorista começaram a procurar por gasolina, a fim de continuar com sua jornada; por fim, trocaram meia saca de arroz por quinze litros de combustível mesmo sabendo que não seria suficiente para os quase 600 quilômetros de péssimas estradas.
"	The six missionaries and the driver began to search for gasoline, in order to continue with their journey; eventually they exchanged half a pack of rice for fifteen litres of fuel even though they knew it would not be enough for the nearly 600 kilometres of bad roads.	The six missionaries and the driver started looking for gasoline in order to continue their journey; ultimately, they traded half a sack of rice for fifteen liters of fuel, fully aware that it would not be enough for the almost 600 kilometers of poorly maintained roads that lay ahead.
"Pouco se sabe sobre o conhecimento e os sentimentos de Emma em relação a esses casamentos, alguns dos quais envolviam compromissos nesta vida, ao passo que outros envolviam compromissos somente para a vida futura.
"	Little is known about Emma&#39;s knowledge and feelings towards these marriages, some of which involved commitments in this life, whereas others involved commitments only for the future life.	Little is known about Emma's understanding and emotions regarding these marriages, some of which involved commitments in this life, while others were solely related to the afterlife.
"Clique na seta para fechar o painel.
"	Click the arrow to close the panel.	Click the arrow to close the panel.
"E compreendes seu pensar,
"	And you understand your thinking,	And you understand your thoughts.
"Os acontecimentos em Carthage levaram Joseph Fielding a encher várias páginas de seu diário com comentários sobre a vida, missão e morte de Joseph Smith.
"	The events in Carthage led Joseph Fielding to fill several pages of his diary with commentary on the life, mission, and death of Joseph Smith.	The events in Carthage prompted Joseph Fielding to write extensively in his diary about the life, mission, and death of Joseph Smith.
"O Élder Quentin L. Cook, que falará mais tarde nesta conferência, disse que A liderança da Igreja conclamou a nova geração a liderar o caminho no uso da tecnologia para vivenciar o espírito de Elias, pesquisar seus antepassados e realizar as ordenanças do templo para eles.
"	Elder Quentin L. Cook, who will speak later at this conference, said Church leadership called on the new generation to lead the way in using technology to experience the spirit of Elijah, research his forebears and carry out temple ordinances for them.	Elder Quentin L. Cook, who will be speaking later in this conference, stated that the Church leadership has urged the new generation to lead the way in utilizing technology to experience the spirit of Elijah, research their ancestors, and perform temple ordinances on their behalf.
"Annie Noble se filiou à Igreja Batista quando se casou.
"	Annie Noble joined the Baptist Church when she married.	Annie Noble became a member of the Baptist Church when she got married.
"Esse recurso aumenta o valor do Catálogo do FamilySearch como auxílio de pesquisa, tornando-se muito mais eficiente passar dos itens do catálogo para os dados digitais online.
"	This feature increases the value of the FamilySearch Catalog as a search aid, making it much more efficient to move from catalog items to online digital data.	This feature increases the value of the FamilySearch Catalog as a research tool, significantly improving the efficiency of moving from catalog items to online digital data.
"e mediu mais mil, e me fez passar por águas que me davam pelos lombos.
"	And measured a thousand more, and passed me through waters that gave me by the loins.	And He measured another thousand, and brought me through waters that reached my lower back.
"Defina o endereço de IP estático da impressora.
"	Set the static IP address of the printer.	Configure the printer's static IP address.
"O templo ainda estava longe de ser terminado e, se os santos fugissem da cidade, dificilmente conseguiriam receber sua investidura.
"	The temple was still far from finished, and if the saints fled the city, they could hardly receive their investiture.	The temple was still far from completion, and if the saints were to flee the city, they would likely find it difficult to receive their investiture.
"Precisamos especialmente de ajuda na indexação de registros em espanhol, francês, italiano e português.
"	We especially need help in indexing records in Spanish, French, Italian and Portuguese.	We particularly need assistance with indexing entries in Spanish, French, Italian, and Portuguese.
"Índice por Número da Seção
"	Index by Section Number	Index by Section Number
"Senhorita Dew?, ela disse com um sotaque encantador.
"	Miss Dew?, she said with a charming accent.	Miss Dew?, she inquired with an enchanting accent.
"Nossas orações devem ser sinceras
"	Our prayers must be sincere	Our prayers must be sincere
"Maneiras Simples de Comemorar o Mês da História da Família: Uma Viagem ao Passado
"	Simple Ways to Celebrate Family History Month: A Journey into the Past	Simple Ways to Celebrate Family History Month: A Journey into the Past
"Naquele dia, lembro-me de estar muito cansado, e não querer fazer nada.
"	That day, I remember being very tired, and not wanting to do anything.	On that day, I remember feeling extremely tired and having no desire to do anything.
"Se você enviou os dados da pessoa num arquivo GEDCOM, acrescente uma data ou local de falecimento.
"	If you sent the person&#39;s data in a GEDCOM file, add a date or place of death.	If you have submitted the person's information in a GEDCOM file, please add either a date or a place of death.
"As Sociedades de Socorro indicaram pelo menos um auxílio de serviço social por estaca e alguns no âmbito de ala quando necessário.
"	The Relief Societies indicated at least one stake social service aid and some in the wing when necessary.	The Relief Societies indicated that there is at least one social service assistance available at each stake, and additional assistance is provided at the ward level when necessary.
"Da mesma forma, ele espera que o aplicativo seja disponibilizado gratuitamente aos milhares de alunos nas salas de aula nos Estados Unidos.
"	Similarly, he hopes the app will be made available for free to the thousands of students in classrooms across the United States.	Similarly, he hopes that the app will be made available at no cost to the thousands of students in classrooms throughout the United States.
"Leve seus antepassados com você.
"	Take your ancestors with you.	Carry your ancestors with you.
"Alguns dias mais tarde, uma mensagem de Joseph Ball, um missionário que trabalhava nas Ilhas Fox, relatou que os dissidentes de Kirtland haviam enviado cartas para os conversos de Wilford daquele local, tentando lhes influenciar a fé.
"	A few days later, a message from Joseph Ball, a missionary working in the Fox Islands, reported that the Kirtland dissidents had sent letters to the Wilford converts from that location, trying to influence their faith.	A few days later, a message from Joseph Ball, a missionary serving in the Fox Islands, reported that the dissidents from Kirtland had sent letters to the converts of Wilford in that area, attempting to sway their faith.
"Informações da conta nomes de usuário e senhas podem ser encontradas em três locais, como mostrado abaixo:
"	Account information usernames and passwords can be found in three locations, as shown below:	Account information, including usernames and passwords, can be found in three specific locations, as illustrated below:
"Esta é uma nova pasta vazia.
"	This is a new empty folder.	This is a new empty folder.
"Para mim foi uma resposta às minhas orações.
"	For me it was a response to my prayers.	For me, it was an answer to my prayers.
"Sacrificar o Futebol pelo Serviço
"	Sacrificing Football for Service	Sacrificing Football for Service
"Quero entrar em contato com alguém que esteja trabalhando em minha linhagem de antepassados.
"	I want to contact someone who is working in my line of forebears.	I would like to get in touch with someone who is working on my ancestry lineage.
"Outras pessoas achavam que, como governador, ele não deveria participar de uma nova religião que poderia dividir o povo.
"	Other people felt that, as governor, he should not participate in a new religion that could divide the people.	Others believed that, as governor, he should refrain from participating in a new religion that could divide the populace.
"Um usuário da Árvore Familiar digitou uma data ou local, mas não selecionou um padrão.
"	A Family Tree user entered a date or location, but did not select a pattern.	A user of the Family Tree inputted a date or location but did not select a pattern.
"Converse com eles sobre o que eles querem fazer.
"	Talk to them about what they want to do.	Have a conversation with them about what they would like to do.
"Durante a cerimônia, o presidente Wilford Woodruff ativou um interruptor elétrico e uma máquina abaixou o pináculo de granito no local.
"	During the ceremony, President Wilford Woodruff activated an electrical switch and a machine lowered the granite spire at the site.	During the ceremony, President Wilford Woodruff activated an electric switch, causing a machine to lower the granite spire at the location.
"Élder Quentin L. Cook, abril de 2014
"	Elder Quentin L. Cook, April 2014	Elder Quentin L. Cook, April 2014
"Sim, mas ainda levará um tempo para desenvolver esses recursos.
"	Yes, but it will still take a while to develop these resources.	Yes, however, it will still require some time to develop these resources.
"Cada um recebeu uma pequena lente de aumento e um certificado de conclusão.
"	Each received a small magnifying glass and a certificate of completion.	Each individual received a small magnifying lens along with a certificate of completion.
"Na semana seguinte, enquanto Phelps continuava a pensar sobre o que havia acontecido, uma passagem do Novo Testamento veio a sua mente.
"	The following week, as Phelps continued to think about what had happened, a passage from the New Testament came to his mind.	The following week, while Phelps continued to ponder what had occurred, a passage from the New Testament came to his mind.
"Conte o número de registros na imagem.
"	Count the number of records in the image.	Count the number of records in the image.
"O texto da oração foi adicionado a Doutrina e Convênios como seção 109, em 1876.
"	The text of the prayer was added to the Doctrine and Covenants as section 109, in 1876.	The text of the prayer was incorporated into the Doctrine and Covenants as section 109 in 1876.
"A maioria dos casos foi julgada por um tribunal do bispo ou pelo sumo conselho.
"	Most of the cases were tried by a bishop&#39;s court or the high council.	Most cases were adjudicated by either a bishop's court or the supreme council.
"Em muitos casos o software do FamilySearch ajuda nesse processo.
"	In many cases the FamilySearch software helps in this process.	In many instances, the FamilySearch software assists in this process.
"Vou como um cordeiro para o matadouro, disse o profeta, mas estou calmo como uma manhã de verão; tenho a consciência limpa em relação a Deus e em relação a todos os homens. Morrerei inocente.
"	I go like a lamb to the slaughterhouse, the prophet said, but I am calm like a summer morning; I have a clear conscience towards God and towards all men. I&#39;m gonna die innocent.	I go like a lamb to the slaughter, the prophet said, yet I am as calm as a summer morning; my conscience is clear before God and all of humanity. I will die innocent.
"Altere seu perfil de modo a incluir o país em que reside.
"	Change your profile to include the country in which you live.	Please update your profile to include the country where you reside.
"Peça aos seus pais e avós para falar sobre a vida deles e o que eles se lembram de seus parentes falecidos, e grave suas histórias usando o aplicativo.
"	Ask your parents and grandparents to talk about their lives and what they remember from their deceased relatives, and record your stories using the app.	Encourage your parents and grandparents to share stories about their lives and their memories of deceased relatives, and make sure to record these narratives using the app.
"N. Eldon Tanner era primeiro conselheiro na Primeira Presidência na época da desobrigação da irmã Spafford; Tanner e ela foram bons amigos.
"	N. Eldon Tanner was first adviser in the First Presidency at the time of Sister Spafford&#39;s disobligation; Tanner and she were good friends.	N. Eldon Tanner served as the first counselor in the First Presidency during Sister Spafford's release; he and she shared a close friendship.
"Entendo que algumas pessoas possam estar com medo de nós, porque elas não nos conhecem.
"	I understand that some people may be afraid of us, because they don&#39;t know us.	I understand that some people might be afraid of us because they do not know who we are.
"O usuário não foi encontrado.
"	The user was not found.	The user was not found.
"Acredito que nunca houve uma família mais obediente do que a minha e
"	I believe that there has never been a more obedient family than mine and	I believe that there has never been a family more obedient than mine, and...
"Sinto-me grato por estar aqui com minha esposa, Ruth.
"	I&#39;m grateful to be here with my wife, Ruth.	I feel grateful to be here with my wife, Ruth.
"Isso torna o programa mais fácil para aqueles que começarem a usar o programa pela primeira vez.
"	This makes the program easier for those who start using the program for the first time.	This makes the program easier for those who are starting to use it for the first time.
"Spencer W. Kimball, presidente da Igreja, anuncia que um templo será construído em Tóquio.
"	Spencer W. Kimball, president of the Church, announces that a temple will be built in Tokyo.	Spencer W. Kimball, the president of the Church, announces that a temple is to be built in Tokyo.
"Em vez de seguir um plano de aula específico, ajude-os com suas necessidades e interesses.
"	Instead of following a specific lesson plan, help them with their needs and interests.	Rather than adhering to a specific lesson plan, assist them in addressing their needs and interests.
